"tenantid","connectionno"
"od.puri","WS/PRI/2200480"
"od.puri","WS/PRI/2200482"
"od.puri","WS/PRI/2200485"
"od.puri","WS/PRI/2200420"
"od.puri","WS/PRI/2200421"
"od.puri","WS/PRI/2200425"
"od.puri","WS/PRI/2200427"
"od.puri","WS/PRI/2200431"
"od.puri","WS/PRI/2200433"
"od.puri","WS/PRI/2200437"
"od.puri","WS/PRI/2200439"
"od.puri","WS/PRI/2200443"
"od.puri","WS/PRI/2200445"
"od.puri","WS/PRI/2200449"
"od.puri","WS/PRI/2200451"
"od.puri","WS/PRI/2200455"
"od.puri","WS/PRI/2200457"
"od.puri","WS/PRI/2200461"
"od.puri","WS/PRI/2200462"
"od.puri","WS/PRI/2200465"
"od.puri","WS/PRI/2200469"
"od.puri","WS/PRI/2200473"
"od.puri","WS/PRI/2200476"
"od.puri","WS/PRI/2200477"
"od.puri","WS/PRI/2200481"
"od.puri","WS/PRI/2200484"
"od.puri","WS/PRI/2200486"
"od.puri","WS/PRI/2200432"
"od.puri","WS/PRI/2200434"
"od.puri","WS/PRI/2200438"
"od.puri","WS/PRI/2200440"
"od.puri","WS/PRI/2200444"
"od.puri","WS/PRI/2200446"
"od.puri","WS/PRI/2200450"
"od.puri","WS/PRI/2200452"
