"tenantid","connectionno"
"od.cuttack","WS/CTC/1847374"
"od.cuttack","WS/CTC/1847381"
"od.cuttack","WS/CTC/1847395"
"od.cuttack","WS/CTC/1847438"
"od.puri","WS/PRI/1814562"
"od.cuttack","WS/CTC/1848982"
"od.puri","WS/PRI/1814568"
"od.cuttack","WS/CTC/2192571"
"od.puri","WS/PRI/2192575"
"od.cuttack","WS/CTC/1848893"
"od.cuttack","WS/CTC/1848905"
"od.cuttack","WS/CTC/1848924"
"od.puri","WS/PRI/1814587"
"od.puri","WS/PRI/2192603"
"od.cuttack","WS/CTC/1848875"
"od.cuttack","WS/CTC/1848890"
"od.cuttack","WS/CTC/1848920"
"od.puri","WS/PRI/1814763"
"od.cuttack","WS/CTC/2192600"
"od.puri","WS/PRI/1814575"
"od.puri","WS/PRI/2192602"
"od.cuttack","WS/CTC/1856677"
"od.cuttack","WS/CTC/1856826"
"od.cuttack","WS/CTC/1856835"
"od.cuttack","WS/CTC/1856670"
"od.cuttack","WS/CTC/1856513"
"od.cuttack","WS/CTC/1856536"
"od.cuttack","WS/CTC/1856507"
"od.cuttack","WS/CTC/1857839"
"od.cuttack","WS/CTC/1857852"
"od.cuttack","WS/CTC/1857859"
"od.cuttack","WS/CTC/1857862"
"od.bhubaneswar","WS/BMC/1449617"
"od.bhubaneswar","WS/BMC/1449624"
"od.bhubaneswar","WS/BMC/1449626"
"od.bhubaneswar","WS/BMC/1449639"
"od.bhubaneswar","WS/BMC/1449650"
"od.bhubaneswar","WS/BMC/1449605"
"od.bhubaneswar","WS/BMC/1449619"
"od.bhubaneswar","WS/BMC/1449623"
"od.bhubaneswar","WS/BMC/1449621"
"od.bhubaneswar","WS/BMC/1449628"
"od.bhubaneswar","WS/BMC/1449637"
"od.bhubaneswar","WS/BMC/1449640"
"od.cuttack","WS/CTC/1859138"
"od.cuttack","WS/CTC/1859134"
"od.cuttack","WS/CTC/1859147"
"od.cuttack","WS/CTC/1859140"
"od.cuttack","WS/CTC/1859187"
"od.cuttack","WS/CTC/1859221"
"od.cuttack","WS/CTC/1859234"
"od.cuttack","WS/CTC/1859250"
"od.cuttack","WS/CTC/1859288"
"od.cuttack","WS/CTC/1859293"
"od.cuttack","WS/CTC/1859319"
"od.cuttack","WS/CTC/1860341"
"od.cuttack","WS/CTC/1860306"
"od.cuttack","WS/CTC/1860334"
"od.cuttack","WS/CTC/1860259"
"od.cuttack","WS/CTC/1860264"
"od.cuttack","WS/CTC/1860181"
"od.cuttack","WS/CTC/1860260"
"od.cuttack","WS/CTC/1860271"
"od.cuttack","WS/CTC/1860282"
"od.bhubaneswar","WS/BMC/2194245"
"od.bhubaneswar","WS/BMC/2194246"
"od.bhubaneswar","WS/BMC/2194249"
"od.bhubaneswar","WS/BMC/2194236"
"od.bhubaneswar","WS/BMC/2194282"
"od.bhubaneswar","WS/BMC/2194269"
"od.bhubaneswar","WS/BMC/2194272"
"od.bhubaneswar","WS/BMC/2194275"
"od.bhubaneswar","WS/BMC/2194300"
"od.bhubaneswar","WS/BMC/2194301"
"od.bhubaneswar","WS/BMC/2194303"
"od.bhubaneswar","WS/BMC/2194308"
"od.bhubaneswar","WS/BMC/1467533"
"od.bhubaneswar","WS/BMC/1467553"
"od.bhubaneswar","WS/BMC/1467572"
"od.bhubaneswar","WS/BMC/1467581"
"od.bhubaneswar","WS/BMC/2194315"
"od.bhubaneswar","WS/BMC/1467755"
"od.bhubaneswar","WS/BMC/1467768"
"od.bhubaneswar","WS/BMC/1467748"
"od.bhubaneswar","WS/BMC/1467750"
"od.bhubaneswar","WS/BMC/1467760"
"od.bhubaneswar","WS/BMC/1467767"
"od.bhubaneswar","WS/BMC/1467772"
"od.cuttack","WS/CTC/1864455"
"od.cuttack","WS/CTC/1864474"
"od.cuttack","WS/CTC/1864362"
