"ulb","applicationno","applicationstatus","connectionno","createddate","lastmodifieddate","applicationtype"
"Purushottampur","WS_AP/PRS/2021-22/2171146","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2021-12-28","2021-12-28","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2171140","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2021-12-28","2021-12-28","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2171135","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2021-12-28","2021-12-28","New Connection"
"Bhanjanagar","WS_AP/BJN/2021-22/2171132","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2021-12-28","2021-12-28","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2171129","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2021-12-28","2021-12-28","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2171124","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2021-12-28","2021-12-28","New Connection"
"Bhanjanagar","WS_AP/BJN/2021-22/2171122","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2021-12-28","2021-12-28","New Connection"
"Bhanjanagar","WS_AP/BJN/2021-22/2171119","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2021-12-28","2021-12-28","New Connection"
"Bhanjanagar","WS_AP/BJN/2021-22/2171116","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2021-12-28","2021-12-28","New Connection"
"Bhanjanagar","WS_AP/BJN/2021-22/2171111","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2021-12-28","2021-12-28","New Connection"
"Bhanjanagar","WS_AP/BJN/2021-22/2171108","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2021-12-28","2021-12-28","New Connection"
"Bhanjanagar","WS_AP/BJN/2021-22/2171106","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2021-12-28","2021-12-28","New Connection"
"Bhanjanagar","WS_AP/BJN/2021-22/2171101","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2021-12-28","2021-12-28","New Connection"
"Bhanjanagar","WS_AP/BJN/2021-22/2171099","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2021-12-28","2021-12-28","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2171098","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2021-12-28","2021-12-28","New Connection"
"Bhanjanagar","WS_AP/BJN/2021-22/2171097","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2021-12-28","2021-12-28","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2171094","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2021-12-28","2021-12-28","New Connection"
"Bhanjanagar","WS_AP/BJN/2021-22/2171093","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2021-12-28","2021-12-28","New Connection"
"Bhanjanagar","WS_AP/BJN/2021-22/2171092","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2021-12-28","2021-12-28","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2171089","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2021-12-28","2021-12-28","New Connection"
"Bhanjanagar","WS_AP/BJN/2021-22/2171088","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2021-12-28","2021-12-28","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2171084","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2021-12-28","2021-12-28","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2171080","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2021-12-28","2021-12-28","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2171078","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2021-12-28","2021-12-28","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171072","CONNECTION_ACTIVATED","WS/RRK/2170170","2021-12-28","2021-12-28","New Connection"
"Aska","WS_AP/ASK/2021-22/2170897","CONNECTION_ACTIVATED","WS/ASK/2170169","2021-12-21","2021-12-27","New Connection"
"Aska","WS_AP/ASK/2021-22/2171066","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2021-12-27","2021-12-27","New Connection"
"Aska","WS_AP/ASK/2021-22/2171064","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2021-12-27","2021-12-27","New Connection"
"Aska","WS_AP/ASK/2021-22/2171063","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2021-12-27","2021-12-27","New Connection"
"Aska","WS_AP/ASK/2021-22/2171061","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2021-12-27","2021-12-27","New Connection"
"Aska","WS_AP/ASK/2021-22/2171055","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2021-12-27","2021-12-27","New Connection"
"Aska","WS_AP/ASK/2021-22/2171053","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2021-12-27","2021-12-27","New Connection"
"Rajgangpur","WS_AP/RJG/2021-22/2170846","PENDING_FOR_PAYMENT",NULL,"2021-12-21","2021-12-27","New Connection"
"Kodala","WS_AP/KDL/2021-22/2171044","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2021-12-27","2021-12-27","New Connection"
"Kodala","WS_AP/KDL/2021-22/2171041","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2021-12-27","2021-12-27","New Connection"
"Kodala","WS_AP/KDL/2021-22/2171038","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2021-12-27","2021-12-27","New Connection"
"Kodala","WS_AP/KDL/2021-22/2171035","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2021-12-27","2021-12-27","New Connection"
"Kodala","WS_AP/KDL/2021-22/2171034","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2021-12-27","2021-12-27","New Connection"
"Kodala","WS_AP/KDL/2021-22/2171032","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2021-12-27","2021-12-27","New Connection"
"Kodala","WS_AP/KDL/2021-22/2171030","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2021-12-27","2021-12-27","New Connection"
"Kodala","WS_AP/KDL/2021-22/2171029","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2021-12-27","2021-12-27","New Connection"
"Kodala","WS_AP/KDL/2021-22/2171028","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2021-12-27","2021-12-27","New Connection"
"Kodala","WS_AP/KDL/2021-22/2171026","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2021-12-27","2021-12-27","New Connection"
"Kodala","WS_AP/KDL/2021-22/2171025","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2021-12-27","2021-12-27","New Connection"
"Kodala","WS_AP/KDL/2021-22/2171024","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2021-12-27","2021-12-27","New Connection"
"Kodala","WS_AP/KDL/2021-22/2171023","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2021-12-27","2021-12-27","New Connection"
"Kodala","WS_AP/KDL/2021-22/2171020","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2021-12-27","2021-12-27","New Connection"
"Kodala","WS_AP/KDL/2021-22/2171019","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2021-12-27","2021-12-27","New Connection"
"Aska","WS_AP/ASK/2021-22/2170896","PENDING_FOR_PAYMENT",NULL,"2021-12-21","2021-12-25","New Connection"
"Aska","WS_AP/ASK/2021-22/2170855","PENDING_FOR_PAYMENT",NULL,"2021-12-21","2021-12-25","New Connection"
"Aska","WS_AP/ASK/2021-22/2170805","PENDING_FOR_PAYMENT",NULL,"2021-12-21","2021-12-25","New Connection"
"Aska","WS_AP/ASK/2021-22/2170801","PENDING_FOR_PAYMENT",NULL,"2021-12-21","2021-12-25","New Connection"
"Aska","WS_AP/ASK/2021-22/2170250","CONNECTION_ACTIVATED","WS/ASK/2170165","2021-12-15","2021-12-25","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2171009","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2021-12-25","2021-12-25","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2171008","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2021-12-25","2021-12-25","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2171007","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2021-12-25","2021-12-25","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2171005","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2021-12-25","2021-12-25","New Connection"
"Aska","WS_AP/ASK/2021-22/2170895","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2021-12-21","2021-12-25","New Connection"
"Aska","WS_AP/ASK/2021-22/2170878","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2021-12-21","2021-12-25","New Connection"
"Aska","WS_AP/ASK/2021-22/2170858","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2021-12-21","2021-12-24","New Connection"
"Aska","WS_AP/ASK/2021-22/2170826","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2021-12-21","2021-12-24","New Connection"
"Aska","WS_AP/ASK/2021-22/2170824","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2021-12-21","2021-12-24","New Connection"
"Aska","WS_AP/ASK/2021-22/2170877","CONNECTION_ACTIVATED","WS/ASK/2170174","2021-12-21","2021-12-29","New Connection"
"Aska","WS_AP/ASK/2021-22/2170334","CONNECTION_ACTIVATED","WS/ASK/2170173","2021-12-16","2021-12-29","New Connection"
"Aska","WS_AP/ASK/2021-22/2170793","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2021-12-21","2021-12-24","New Connection"
"Aska","WS_AP/ASK/2021-22/2170728","PENDING_FOR_PAYMENT",NULL,"2021-12-20","2021-12-24","New Connection"
"Bhanjanagar","WS_AP/BJN/2021-22/2170996","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2021-12-24","2021-12-24","New Connection"
"Bhanjanagar","WS_AP/BJN/2021-22/2170994","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2021-12-24","2021-12-24","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170990","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2021-12-24","2021-12-24","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170989","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2021-12-24","2021-12-24","New Connection"
"Dhenkanal","WS_AP/DKN/2021-22/2170956","PENDING_FOR_PAYMENT",NULL,"2021-12-23","2021-12-24","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170988","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2021-12-24","2021-12-24","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170986","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2021-12-24","2021-12-24","New Connection"
"Dhenkanal","WS_AP/DKN/2021-22/2170982","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2021-12-24","2021-12-24","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170985","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2021-12-24","2021-12-24","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170976","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2021-12-24","2021-12-24","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170973","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2021-12-24","2021-12-24","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170972","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2021-12-24","2021-12-24","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170971","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2021-12-24","2021-12-24","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170969","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2021-12-24","2021-12-24","New Connection"
"Aska","WS_AP/ASK/2021-22/2170723","PENDING_FOR_PAYMENT",NULL,"2021-12-20","2021-12-23","New Connection"
"Aska","WS_AP/ASK/2021-22/2170336","PENDING_FOR_PAYMENT",NULL,"2021-12-16","2021-12-23","New Connection"
"Aska","WS_AP/ASK/2021-22/2170308","PENDING_FOR_PAYMENT",NULL,"2021-12-16","2021-12-23","New Connection"
"Aska","WS_AP/ASK/2021-22/2170306","PENDING_FOR_PAYMENT",NULL,"2021-12-16","2021-12-23","New Connection"
"Aska","WS_AP/ASK/2021-22/2170251","PENDING_FOR_PAYMENT",NULL,"2021-12-15","2021-12-23","New Connection"
"Aska","WS_AP/ASK/2021-22/2170247","PENDING_FOR_PAYMENT",NULL,"2021-12-15","2021-12-23","New Connection"
"Kendrapara","WS_AP/KND/2021-22/2170967","CONNECTION_ACTIVATED","WS/KND/2170164","2021-12-23","2021-12-23","New Connection"
"Aska","WS_AP/ASK/2021-22/2170775","PENDING_FOR_PAYMENT",NULL,"2021-12-21","2021-12-23","New Connection"
"Aska","WS_AP/ASK/2021-22/2170789","PENDING_FOR_PAYMENT",NULL,"2021-12-21","2021-12-23","New Connection"
"Bhanjanagar","WS_AP/BJN/2021-22/2170964","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2021-12-23","2021-12-23","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170963","INITIATED",NULL,"2021-12-23","2021-12-23","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170960","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2021-12-23","2021-12-23","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170959","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2021-12-23","2021-12-23","New Connection"
"Kendrapara","WS_AP/KND/2021-22/2170942","REJECTED",NULL,"2021-12-23","2021-12-23","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170957","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2021-12-23","2021-12-23","New Connection"
"Jharsuguda","WS_AP/JRS/2021-22/2170935","PENDING_FOR_PAYMENT",NULL,"2021-12-23","2021-12-23","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170955","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2021-12-23","2021-12-23","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170947","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2021-12-23","2021-12-23","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170946","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2021-12-23","2021-12-23","New Connection"
"Bhanjanagar","WS_AP/BJN/2021-22/2170945","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2021-12-23","2021-12-23","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170943","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2021-12-23","2021-12-23","New Connection"
"Dhenkanal","WS_AP/DKN/2021-22/2170944","INITIATED",NULL,"2021-12-23","2021-12-23","New Connection"
"Aska","WS_AP/ASK/2021-22/2170390","CONNECTION_ACTIVATED","WS/ASK/2170163","2021-12-16","2021-12-23","New Connection"
"Aska","WS_AP/ASK/2021-22/2170375","CONNECTION_ACTIVATED","WS/ASK/2170162","2021-12-16","2021-12-23","New Connection"
"Kendrapara","WS_AP/KND/2021-22/2170941","INITIATED",NULL,"2021-12-23","2021-12-23","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170940","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2021-12-23","2021-12-23","New Connection"
"Aska","WS_AP/ASK/2021-22/2170709","CONNECTION_ACTIVATED","WS/ASK/2170161","2021-12-20","2021-12-23","New Connection"
"Aska","WS_AP/ASK/2021-22/2170267","PENDING_FOR_PAYMENT",NULL,"2021-12-15","2021-12-23","New Connection"
"Aska","WS_AP/ASK/2021-22/2170371","CONNECTION_ACTIVATED","WS/ASK/2170160","2021-12-16","2021-12-23","New Connection"
"Aska","WS_AP/ASK/2021-22/2170366","CONNECTION_ACTIVATED","WS/ASK/2170159","2021-12-16","2021-12-23","New Connection"
"Aska","WS_AP/ASK/2021-22/2170361","CONNECTION_ACTIVATED","WS/ASK/2170158","2021-12-16","2021-12-23","New Connection"
"Aska","WS_AP/ASK/2021-22/2170356","CONNECTION_ACTIVATED","WS/ASK/2170157","2021-12-16","2021-12-23","New Connection"
"Aska","WS_AP/ASK/2021-22/2170354","CONNECTION_ACTIVATED","WS/ASK/2170156","2021-12-16","2021-12-23","New Connection"
"Aska","WS_AP/ASK/2021-22/2170264","CONNECTION_ACTIVATED","WS/ASK/2170155","2021-12-15","2021-12-23","New Connection"
"Aska","WS_AP/ASK/2021-22/2170263","CONNECTION_ACTIVATED","WS/ASK/2170154","2021-12-15","2021-12-23","New Connection"
"Aska","WS_AP/ASK/2021-22/2170261","CONNECTION_ACTIVATED","WS/ASK/2170153","2021-12-15","2021-12-23","New Connection"
"Aska","WS_AP/ASK/2021-22/2170259","CONNECTION_ACTIVATED","WS/ASK/2170152","2021-12-15","2021-12-23","New Connection"
"Aska","WS_AP/ASK/2021-22/2170265","PENDING_FOR_PAYMENT",NULL,"2021-12-15","2021-12-23","New Connection"
"Aska","WS_AP/ASK/2021-22/2170257","CONNECTION_ACTIVATED","WS/ASK/2170151","2021-12-15","2021-12-23","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2170931","PENDING_FOR_CONNECTION_ACTIVATION",NULL,"2021-12-23","2021-12-23","New Connection"
"Aska","WS_AP/ASK/2021-22/2170255","CONNECTION_ACTIVATED","WS/ASK/2170150","2021-12-15","2021-12-23","New Connection"
"Aska","WS_AP/ASK/2021-22/2170262","PENDING_FOR_PAYMENT",NULL,"2021-12-15","2021-12-23","New Connection"
"Aska","WS_AP/ASK/2021-22/2170253","CONNECTION_ACTIVATED","WS/ASK/2170149","2021-12-15","2021-12-23","New Connection"
"Aska","WS_AP/ASK/2021-22/2170260","PENDING_FOR_PAYMENT",NULL,"2021-12-15","2021-12-23","New Connection"
"Aska","WS_AP/ASK/2021-22/2170258","PENDING_FOR_PAYMENT",NULL,"2021-12-15","2021-12-23","New Connection"
"Aska","WS_AP/ASK/2021-22/2170249","CONNECTION_ACTIVATED","WS/ASK/2170148","2021-12-15","2021-12-23","New Connection"
"Kodala","WS_AP/KDL/2021-22/2171018","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2021-12-27","2021-12-27","New Connection"
"Kodala","WS_AP/KDL/2021-22/2171017","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2021-12-27","2021-12-27","New Connection"
"Kodala","WS_AP/KDL/2021-22/2171016","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2021-12-27","2021-12-27","New Connection"
"Kodala","WS_AP/KDL/2021-22/2171015","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2021-12-27","2021-12-27","New Connection"
"Kodala","WS_AP/KDL/2021-22/2171014","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2021-12-27","2021-12-27","New Connection"
"Hindol","WS_AP/HND/2021-22/2171011","INITIATED",NULL,"2021-12-27","2021-12-27","New Connection"
"Hindol","WS_AP/HND/2021-22/2171010","INITIATED",NULL,"2021-12-27","2021-12-27","New Connection"
"Aska","WS_AP/ASK/2021-22/2170800","CONNECTION_ACTIVATED","WS/ASK/2170168","2021-12-21","2021-12-26","New Connection"
"Aska","WS_AP/ASK/2021-22/2170310","CONNECTION_ACTIVATED","WS/ASK/2170167","2021-12-16","2021-12-25","New Connection"
"Aska","WS_AP/ASK/2021-22/2170311","CONNECTION_ACTIVATED","WS/ASK/2170166","2021-12-16","2021-12-25","New Connection"
"Aska","WS_AP/ASK/2021-22/2170252","PENDING_FOR_PAYMENT",NULL,"2021-12-15","2021-12-23","New Connection"
"Jagatsinghpur","WS_AP/JGT/2021-22/2170903","REJECTED",NULL,"2021-12-22","2021-12-23","New Connection"
"Kendrapara","WS_AP/KND/2021-22/2170936","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2021-12-23","2021-12-23","New Connection"
"Bhanjanagar","WS_AP/BJN/2021-22/2170938","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2021-12-23","2021-12-23","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170937","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2021-12-23","2021-12-23","New Connection"
"Aska","WS_AP/ASK/2021-22/2170718","CONNECTION_ACTIVATED","WS/ASK/2170147","2021-12-20","2021-12-23","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170933","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2021-12-23","2021-12-23","New Connection"
"Aska","WS_AP/ASK/2021-22/2170475","CONNECTION_ACTIVATED","WS/ASK/2170146","2021-12-18","2021-12-23","New Connection"
"Aska","WS_AP/ASK/2021-22/2170396","CONNECTION_ACTIVATED","WS/ASK/2170145","2021-12-16","2021-12-23","New Connection"
"Kendrapara","WS_AP/KND/2021-22/2170932","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2021-12-23","2021-12-23","New Connection"
"Aska","WS_AP/ASK/2021-22/2170482","CONNECTION_ACTIVATED","WS/ASK/2170144","2021-12-18","2021-12-23","New Connection"
"Aska","WS_AP/ASK/2021-22/2170721","CONNECTION_ACTIVATED","WS/ASK/2170143","2021-12-20","2021-12-23","New Connection"
"Aska","WS_AP/ASK/2021-22/2170722","CONNECTION_ACTIVATED","WS/ASK/2170142","2021-12-20","2021-12-23","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170930","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2021-12-23","2021-12-23","New Connection"
"Kendrapara","WS_AP/KND/2021-22/2170928","INITIATED",NULL,"2021-12-23","2021-12-23","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170925","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2021-12-23","2021-12-23","New Connection"
"Bhanjanagar","WS_AP/BJN/2021-22/2170924","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2021-12-23","2021-12-23","New Connection"
"Aska","WS_AP/ASK/2021-22/2170395","CONNECTION_ACTIVATED","WS/ASK/2170141","2021-12-16","2021-12-23","New Connection"
"Aska","WS_AP/ASK/2021-22/2170384","CONNECTION_ACTIVATED","WS/ASK/2170140","2021-12-16","2021-12-23","New Connection"
"Aska","WS_AP/ASK/2021-22/2170401","CONNECTION_ACTIVATED","WS/ASK/2170139","2021-12-16","2021-12-23","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170919","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2021-12-23","2021-12-23","New Connection"
"Aska","WS_AP/ASK/2021-22/2170400","CONNECTION_ACTIVATED","WS/ASK/2170138","2021-12-16","2021-12-23","New Connection"
"Aska","WS_AP/ASK/2021-22/2170369","CONNECTION_ACTIVATED","WS/ASK/2170137","2021-12-16","2021-12-23","New Connection"
"Aska","WS_AP/ASK/2021-22/2170372","CONNECTION_ACTIVATED","WS/ASK/2170136","2021-12-16","2021-12-23","New Connection"
"Aska","WS_AP/ASK/2021-22/2170355","CONNECTION_ACTIVATED","WS/ASK/2170135","2021-12-16","2021-12-23","New Connection"
"Aska","WS_AP/ASK/2021-22/2170344","CONNECTION_ACTIVATED","WS/ASK/2170134","2021-12-16","2021-12-23","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170917","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2021-12-23","2021-12-23","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170916","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2021-12-23","2021-12-23","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170915","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2021-12-23","2021-12-23","New Connection"
"Aska","WS_AP/ASK/2021-22/2170307","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2021-12-16","2021-12-21","New Connection"
"Aska","WS_AP/ASK/2021-22/2170368","PENDING_FOR_PAYMENT",NULL,"2021-12-16","2021-12-21","New Connection"
"Aska","WS_AP/ASK/2021-22/2170363","PENDING_FOR_PAYMENT",NULL,"2021-12-16","2021-12-21","New Connection"
"Aska","WS_AP/ASK/2021-22/2170346","PENDING_FOR_PAYMENT",NULL,"2021-12-16","2021-12-21","New Connection"
"Aska","WS_AP/ASK/2021-22/2170350","PENDING_FOR_PAYMENT",NULL,"2021-12-16","2021-12-21","New Connection"
"Aska","WS_AP/ASK/2021-22/2170348","PENDING_FOR_PAYMENT",NULL,"2021-12-16","2021-12-21","New Connection"
"Aska","WS_AP/ASK/2021-22/2170351","PENDING_FOR_PAYMENT",NULL,"2021-12-16","2021-12-21","New Connection"
"Aska","WS_AP/ASK/2021-22/2170360","PENDING_FOR_PAYMENT",NULL,"2021-12-16","2021-12-21","New Connection"
"Aska","WS_AP/ASK/2021-22/2170358","PENDING_FOR_PAYMENT",NULL,"2021-12-16","2021-12-21","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170980","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2021-12-24","2021-12-24","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170978","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2021-12-24","2021-12-24","New Connection"
"Aska","WS_AP/ASK/2021-22/2170373","PENDING_FOR_PAYMENT",NULL,"2021-12-16","2021-12-21","New Connection"
"Aska","WS_AP/ASK/2021-22/2170385","PENDING_FOR_PAYMENT",NULL,"2021-12-16","2021-12-21","New Connection"
"Aska","WS_AP/ASK/2021-22/2170377","PENDING_FOR_PAYMENT",NULL,"2021-12-16","2021-12-21","New Connection"
"Aska","WS_AP/ASK/2021-22/2170378","PENDING_FOR_PAYMENT",NULL,"2021-12-16","2021-12-21","New Connection"
"Aska","WS_AP/ASK/2021-22/2170380","PENDING_FOR_PAYMENT",NULL,"2021-12-16","2021-12-21","New Connection"
"Aska","WS_AP/ASK/2021-22/2170720","PENDING_FOR_PAYMENT",NULL,"2021-12-20","2021-12-21","New Connection"
"Bhanjanagar","WS_AP/BJN/2021-22/2170862","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2021-12-21","2021-12-21","New Connection"
"Bhanjanagar","WS_AP/BJN/2021-22/2170856","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2021-12-21","2021-12-21","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170914","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2021-12-23","2021-12-23","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170913","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2021-12-23","2021-12-23","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170912","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2021-12-23","2021-12-23","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170911","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2021-12-23","2021-12-23","New Connection"
"Aska","WS_AP/ASK/2021-22/2170786","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2021-12-21","2021-12-22","New Connection"
"Aska","WS_AP/ASK/2021-22/2170770","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2021-12-21","2021-12-21","New Connection"
"Aska","WS_AP/ASK/2021-22/2170768","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2021-12-21","2021-12-21","New Connection"
"Aska","WS_AP/ASK/2021-22/2170735","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2021-12-20","2021-12-21","New Connection"
"Aska","WS_AP/ASK/2021-22/2170732","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2021-12-20","2021-12-21","New Connection"
